adhesivity,particle_size,avg_retained_particles_throughput_100,time_throughput_100,ratio,n
0.9,0.01,0.8385975300733681,112.04365962472082,0.003767257023929958,4.9
0.95,0.01,0.8537789727364183,112.36381949849611,0.00410172211313185,4.9
1.0,0.01,0.8675238439528424,112.66748808726162,0.004423645814841276,4.9
0.0,0.02,0.0,99.99999999999997,0.0,4.9
0.05,0.02,0.12587729423732152,102.41414019219259,3.7964906287478834e-07,4.9
0.1,0.02,0.20898258516731227,104.70464254502377,4.452188441661315e-06,4.9
0.15,0.02,0.28413904770300846,106.87256908399888,1.965328994905044e-05,4.9
0.2,0.02,0.3521110949144258,108.92119644944334,5.515922742137177e-05,4.9
0.25,0.02,0.4135906017457641,110.85300473058139,0.00011924735967277723,4.9
0.3,0.02,0.46920096007768874,112.67688816552491,0.00021768260542959266,4.9
0.35,0.02,0.5195058941259689,114.3988032714955,0.00035316029189620587,4.9
0.4,0.02,0.5650145988479449,116.02660819304704,0.0005254540971191929,4.9
0.45,0.02,0.6061870929035287,117.56847293758247,0.0007319507822671996,4.9
0.5,0.02,0.6434390172347614,119.03122021070962,0.0009683343477248025,4.9
0.55,0.02,0.6771459330493856,120.4263633176607,0.001229197230682948,4.9
0.6,0.02,0.7076472138827536,121.76118707690632,0.0015086672125014984,4.9
0.65,0.02,0.7352495490123572,123.04412151351345,0.001800816608279943,4.9
0.7,0.02,0.7602301137132506,124.28356878157135,0.002099989487159415,4.9
0.75,0.02,0.7828394236009278,125.48715750938489,0.002401026159190858,4.9
0.8,0.02,0.8033039159063282,126.66445275165407,0.0026993343464531538,4.9
0.85,0.02,0.8218282717872112,127.8229583789122,0.0029910137835173828,4.9
0.9,0.02,0.8385975297307082,128.96950541923044,0.003272845479951641,4.9
0.95,0.02,0.8537789722844689,130.11360001763242,0.0035421751599757838,4.9
1.0,0.02,0.8675238439602755,131.26407884374746,0.003796934138852257,4.9
0.0,0.03,0.0,99.99999999999997,0.0,4.9
0.05,0.03,0.12587763333411484,103.66605317809174,3.7506921883142547e-07,4.9
0.1,0.03,0.20898295569518777,107.23036594271966,4.347358559881548e-06,4.9
0.15,0.03,0.28413877388770403,110.68584233061472,1.8976118585664274e-05,4.9
0.2,0.03,0.35211119975126404,114.02549238300041,5.2690128194912604e-05,4.9
0.25,0.03,0.413590601264461,117.25537412701951,0.00011273622338383194,4.9
0.3,0.03,0.46920095523977035,120.3802720865776,0.00020375263257997223,4.9
0.35,0.03,0.5195058937075906,123.40567299400092,0.0003273845814079608,4.9
0.4,0.03,0.5650145987501498,126.34872801760277,0.00048252687268588476,4.9
0.45,0.03,0.6061870939583072,129.22301912913335,0.0006659365881580063,4.9
0.5,0.03,0.6434390178295843,132.04702583639434,0.0008728861462320603,4.9
0.55,0.03,0.6771459328001537,134.84056324548388,0.001097798381002209,4.9
0.6,0.03,0.7076472137793117,137.62755383576763,0.0013347407946073134,4.9
0.65,0.03,0.7352495489464778,140.43784228825277,0.0015777791360584083,4.9
0.7,0.03,0.7602301136063361,143.30306223768272,0.0018212743231907716,4.9
0.75,0.03,0.7828394232038731,146.2593245713499,0.0020600255604677495,4.9
0.8,0.03,0.8033039147813482,149.35325089953523,0.002289268585596328,4.9
0.85,0.03,0.821828271164506,152.64316960517567,0.0025046664710300045,4.9
0.9,0.03,0.8385975295672118,156.19688181152375,0.0027023411579305046,4.9
0.95,0.03,0.8537789727171987,160.12372869871655,0.0028783064624312202,4.9
1.0,0.03,0.8675238432507701,164.5493881797441,0.0030288843105576745,4.9
0.0,0.04,0.0,99.99999999999997,0.0,4.9
0.05,0.04,0.12587793629410415,104.94927741563268,3.704875830326746e-07,4.9
0.1,0.04,0.20898268361207206,109.88334075379672,4.2423707920116604e-06,4.9
0.15,0.04,0.28413880212699194,114.78453765630267,1.8298533370194203e-05,4.9
0.2,0.04,0.35211119736609686,119.64915173846667,5.021362478909988e-05,4.9
0.25,0.04,0.41359060328869146,124.47716830524318,0.0001061956063712768,4.9
0.3,0.04,0.46920095593332223,129.2835701519472,0.00018972091733821902,4.9
0.35,0.04,0.5195058941909154,134.0885122685114,0.0003013018348640026,4.9
0.4,0.04,0.5650145982154176,138.92638661325452,0.0004388414454711732,4.9
0.45,0.04,0.6061870933382181,143.84055166935403,0.0005982619994173009,4.9
0.5,0.04,0.6434390182810177,148.89848070655287,0.0007740980253998813,4.9
0.55,0.04,0.6771459334612422,154.18183057317125,0.0009600855832503774,4.9
0.6,0.04,0.7076472135426075,159.80580805496717,0.0011495020894506192,4.9
0.65,0.04,0.73524954910072,165.92859470599944,0.0013353930833672279,4.9
0.7,0.04,0.7602301145066113,172.7861860533086,0.0015105037917905971,4.9
0.75,0.04,0.7828394230354436,180.74288186520616,0.0016669975804678645,4.9
0.8,0.04,0.8033039140821572,190.41012113504462,0.0017956487919057538,4.9
0.85,0.04,0.8218282717258852,202.9474937335996,0.0018838381454631661,4.9
0.9,0.04,0.8385975297307955,221.12495341384476,0.001908863094583311,4.9
0.0,0.05,0.0,99.99999999999997,0.0,4.9
0.05,0.05,0.12587817469369167,106.26567205441751,3.659014638724468e-07,4.9
0.1,0.05,0.20898264652756693,112.67367764569015,4.137305888508143e-06,4.9
0.15,0.05,0.28413880000065506,119.20814073202843,1.7619506543506967e-05,4.9
0.2,0.05,0.3521111983041745,125.87416091067705,4.773034947516815e-05,4.9
0.25,0.05,0.4135906004784775,132.6953378839287,9.961863120622846e-05,4.9
0.3,0.05,0.4692009553957779,139.71317569644754,0.00017555822681739142,4.9
0.35,0.05,0.5195058939277203,147.00538953725723,0.00027482743869164795,4.9
0.4,0.05,0.565014598521041,154.67516079813626,0.0003941593217840871,4.9
0.45,0.05,0.6061870947654305,162.9132385268621,0.0005282218793875432,4.9
0.5,0.05,0.6434390173915863,171.979178887524,0.0006702091489497202,4.9
0.55,0.05,0.6771459335024986,182.30928514688048,0.0008119594822468066,4.9
0.6,0.05,0.7076472144672088,194.63859944979535,0.0009437856209450874,4.9
0.65,0.05,0.7352495490893491,210.39459488008504,0.0010531634513364489,4.9
0.7,0.05,0.7602301125441494,232.89677200586192,0.0011206432088062762,4.9
0.0,0.06,0.0,99.99999999999997,0.0,4.9
0.05,0.06,0.1258783463278753,107.61564620731836,3.613138620233591e-07,4.9
0.1,0.06,0.20898264735402616,115.60879698826847,4.032266498578018e-06,4.9
0.15,0.06,0.2841388000883591,123.9952286988844,1.6939269687099948e-05,4.9
0.2,0.06,0.35211119703759564,132.80844597767268,4.5238219151168935e-05,4.9
0.25,0.06,0.4135906013394093,142.13796893442486,9.300068209342923e-05,4.9
0.3,0.06,0.4692009549994125,152.12737691254063,0.00016123197405071226,4.9
0.35,0.06,0.5195058939900896,162.99942212798948,0.0002478604781336931,4.9
0.4,0.06,0.5650145989147182,175.16498396218574,0.0003480527632072049,4.9
0.45,0.06,0.60618709243011,189.30368132818765,0.00045458352845300943,4.9
0.5,0.06,0.6434390170305946,206.72536478044054,0.000557561085572801,4.9
0.55,0.06,0.6771459333904484,230.24327060383436,0.0006429189103699123,4.9
0.0,0.07,0.0,99.99999999999997,0.0,4.9
0.05,0.07,0.1258778022789221,109.00086803455427,3.5671460229885905e-07,4.9
0.1,0.07,0.2089826446285883,118.70582850643635,3.927064535184076e-06,4.9
0.15,0.07,0.2841388005025641,129.19141170051415,1.6257958684716214e-05,4.9
0.2,0.07,0.3521111978984264,140.58180891583197,4.273680714859404e-05,4.9
0.25,0.07,0.4135906013818067,153.1194317437549,8.63308328562629e-05,4.9
0.3,0.07,0.4692009554240958,167.18530416622644,0.00014671024775695312,4.9
0.35,0.07,0.519505892568713,183.48283457627574,0.00022019015705650253,4.9
0.4,0.07,0.5650146045694395,203.36818630383775,0.0002997846456863412,4.9
0.45,0.07,0.6061870918103067,229.78223804064004,0.0003745038594364897,4.9
0.5,0.07,0.6434390171741005,270.92683097510445,0.00042543596923765237,4.9
0.0,0.08,0.0,99.99999999999997,0.0,4.9
0.05,0.08,0.12587797928909128,110.42409295944518,3.521194348460684e-07,4.9
0.1,0.08,0.20898264563151203,121.97628805668948,3.8217711625452755e-06,4.9
0.15,0.08,0.2841388012980127,134.84232597657595,1.5576627349369882e-05,4.9
0.2,0.08,0.35211119710025884,149.35468238822858,4.022650976476383e-05,4.9
0.25,0.08,0.4135906014667655,166.05067282759092,7.960779596446823e-05,4.9
0.3,0.08,0.4692009558581739,185.920155012693,0.00013192651170640195,4.9
0.35,0.08,0.5195058941541763,210.98958667849678,0.0001914839277269617,4.9
0.4,0.08,0.5650145983164038,246.11680183837638,0.0002477143206536462,4.9
0.0,0.09,0.0,99.99999999999997,0.0,4.9
0.05,0.09,0.1258779672255541,111.88393974420278,3.4752486403553546e-07,4.9
0.1,0.09,0.2089826457388293,125.43526373701722,3.716382837602268e-06,4.9
0.15,0.09,0.2841388002272276,141.04143435917598,1.4891997046238205e-05,4.9
0.2,0.09,0.35211119871938235,159.36432992486544,3.769989010531653e-05,4.9
0.25,0.09,0.4135906006643604,181.55993533068914,7.280751633051408e-05,4.9
0.3,0.09,0.4692009557204736,210.06044411136457,0.00011676542709041656,4.9
0.35,0.09,0.5195058938866581,250.8528129867108,0.00016105505927448114,4.9
0.0,0.1,0.0,99.99999999999997,0.0,4.9
0.05,0.1,0.1258779561981629,113.38412516552017,3.429266151674582e-07,4.9
