adhesivity,particle_size,n,product
0.9,0.06,0.09,1.2237792434454287
0.95,0.06,0.09,1.2409551342931697
1.0,0.06,0.09,1.2560428849727387
0.3,0.07,0.09,0.71479374884246
0.35,0.07,0.09,0.7896946768545843
0.4,0.07,0.09,0.8543930702142274
0.45,0.07,0.09,0.9116272440781459
0.5,0.07,0.09,0.9624112199989304
0.55,0.07,0.09,1.0074804857127233
0.6,0.07,0.09,1.0474673210070984
0.65,0.07,0.09,1.082916461845401
0.7,0.07,0.09,1.1143284423234783
0.75,0.07,0.09,1.1421399349024701
0.8,0.07,0.09,1.1667443132003603
0.85,0.07,0.09,1.1884869505330735
0.9,0.07,0.09,1.2076588057553697
0.95,0.07,0.09,1.2245439756117071
1.0,0.07,0.09,1.2393738624372088
0.3,0.08,0.09,0.7090251653769145
0.35,0.08,0.09,0.7813456386966448
0.4,0.08,0.09,0.8451081776623832
0.45,0.08,0.09,0.9016666906433469
0.5,0.08,0.09,0.951848614101105
0.55,0.08,0.09,0.9963699911791051
0.6,0.08,0.09,1.0358544528783291
0.65,0.08,0.09,1.0708599610377154
0.7,0.08,0.09,1.1018661109773196
0.75,0.08,0.09,1.1293145638544317
0.8,0.08,0.09,1.1535912352393005
0.85,0.08,0.09,1.1750238933591535
0.9,0.08,0.09,1.1939350311535013
0.95,0.08,0.09,1.2105890379168112
1.0,0.08,0.09,1.2252197126483637
0.3,0.09,0.09,0.7027994112616318
0.35,0.09,0.09,0.7739962238416449
0.4,0.09,0.09,0.8371090263602392
0.45,0.09,0.09,0.8930843496524261
0.5,0.09,0.09,0.9427299495052833
0.55,0.09,0.09,0.9867701832672375
0.6,0.09,0.09,1.025825157707133
0.65,0.09,0.09,1.0604409898340088
0.7,0.09,0.09,1.0911028011740422
0.75,0.09,0.09,1.1182372378311023
0.8,0.09,0.09,1.1422072692260552
0.85,0.09,0.09,1.1634034397968078
0.9,0.09,0.09,1.182077312151034
0.95,0.09,0.09,1.1985045436753698
1.0,0.09,0.09,1.2129416791885304
0.3,0.1,0.09,0.6970193653658417
0.35,0.1,0.09,0.7675792551630959
0.4,0.1,0.09,0.8301179779137762
0.45,0.1,0.09,0.8855685772740951
0.5,0.1,0.09,0.9347448737537125
0.55,0.1,0.09,0.978359442046832
0.6,0.1,0.09,1.0170300638818206
0.65,0.1,0.09,1.0513008199407063
0.7,0.1,0.09,1.0816404603893683
0.75,0.1,0.09,1.1084918727587487
0.8,0.1,0.09,1.132219449562921
0.85,0.1,0.09,1.1531678253604591
0.9,0.1,0.09,1.1716279712508553
0.95,0.1,0.09,1.1878667847387963
1.0,0.1,0.09,1.2021199078903675
0.3,0.03,0.14,0.9785235792686847
0.35,0.03,0.14,1.081765684466858
0.4,0.03,0.14,1.173757306738908
0.45,0.03,0.14,1.2556798794611868
0.5,0.03,0.14,1.3285370416658822
0.55,0.03,0.14,1.3932039667539657
0.6,0.03,0.14,1.4504329788752177
0.65,0.03,0.14,1.500918162093453
0.7,0.03,0.14,1.5452347398502508
0.75,0.03,0.14,1.5839272597898197
0.8,0.03,0.14,1.615205599325821
0.85,0.03,0.14,1.6409476835092176
0.9,0.03,0.14,1.6632615835254492
0.95,0.03,0.14,1.682513305201231
1.0,0.03,0.14,1.6991197895749321
0.3,0.04,0.14,0.9607395114201274
0.35,0.04,0.14,1.0605052821972214
0.4,0.04,0.14,1.1490391947301868
0.45,0.04,0.14,1.227485042768827
0.5,0.04,0.14,1.2968302503861882
0.55,0.04,0.14,1.3579089450799793
0.6,0.04,0.14,1.4114603728357715
0.65,0.04,0.14,1.4541392194221154
0.7,0.04,0.14,1.4914412791969913
0.75,0.04,0.14,1.5240225847925473
0.8,0.04,0.14,1.5524233467597337
0.85,0.04,0.14,1.5771159937135104
0.9,0.04,0.14,1.5985061316835598
0.95,0.04,0.14,1.6169585816463379
1.0,0.04,0.14,1.6327974684326132
0.3,0.05,0.14,0.9450758113774685
0.35,0.05,0.14,1.0418571422728768
0.4,0.05,0.14,1.127413704722946
0.45,0.05,0.14,1.2028392467513715
0.5,0.05,0.14,1.2681549782605952
0.55,0.05,0.14,1.3220019210216076
0.6,0.05,0.14,1.3692039615403444
0.65,0.05,0.14,1.410512228958991
0.7,0.05,0.14,1.446643580310289
0.75,0.05,0.14,1.4781716635917268
0.8,0.05,0.14,1.5056774000962756
0.85,0.05,0.14,1.5295404016051808
0.9,0.05,0.14,1.550201403628337
0.95,0.05,0.14,1.5680256405825994
1.0,0.05,0.14,1.583323110059512
0.3,0.06,0.14,0.931081890422173
0.35,0.06,0.14,1.0252692750272283
0.4,0.06,0.14,1.1081864825149175
0.45,0.06,0.14,1.177540678729995
0.5,0.06,0.14,1.23737024773748
0.55,0.06,0.14,1.2898398635393968
0.6,0.06,0.14,1.3357924017357719
0.65,0.06,0.14,1.3760467490638868
0.7,0.06,0.14,1.411245552099686
0.75,0.06,0.14,1.4419453635646042
0.8,0.06,0.14,1.4686766289884794
0.85,0.06,0.14,1.491886277814791
0.9,0.06,0.14,1.511968781450007
0.95,0.06,0.14,1.5293212111017656
1.0,0.06,0.14,1.5441840076522897
0.3,0.07,0.14,0.9184563146014092
0.35,0.07,0.14,1.0103159754714903
0.4,0.07,0.14,1.0868386505755736
0.45,0.07,0.14,1.1535723711467256
0.5,0.07,0.14,1.2120944866400545
0.55,0.07,0.14,1.2634193165753256
0.6,0.07,0.14,1.3083991032464317
0.65,0.07,0.14,1.3477496254526
0.7,0.07,0.14,1.382137082758444
0.75,0.07,0.14,1.412131978300445
0.8,0.07,0.14,1.438248531912677
0.85,0.07,0.14,1.460929458676693
0.9,0.07,0.14,1.4805341975392077
0.95,0.07,0.14,1.497430608713343
1.0,0.07,0.14,1.511899393004849
0.3,0.08,0.14,0.9069520134130913
0.35,0.08,0.14,0.993156120384348
0.4,0.08,0.14,1.0678561596062606
0.45,0.08,0.14,1.1333533148969055
0.5,0.08,0.14,1.1907926248246816
0.55,0.08,0.14,1.2411448553199667
0.6,0.08,0.14,1.2852437839460085
0.65,0.08,0.14,1.3238322046353173
0.7,0.08,0.14,1.3575314812645942
0.75,0.08,0.14,1.3869242608309769
0.8,0.08,0.14,1.4125062267114699
0.85,0.08,0.14,1.4346859653823452
0.9,0.08,0.14,1.45388526971321
0.95,0.08,0.14,1.4704320579788563
1.0,0.08,0.14,1.4846111778322473
0.3,0.09,0.14,0.8941376555809055
0.35,0.09,0.14,0.978020338894893
0.4,0.09,0.14,1.051520010528035
0.45,0.09,0.14,1.1159560423724155
0.5,0.09,0.14,1.1724315213724588
0.55,0.09,0.14,1.2219341928767247
0.6,0.09,0.14,1.2652879814721203
0.65,0.09,0.14,1.3032113391604565
0.7,0.09,0.14,1.3363364918709686
0.75,0.09,0.14,1.3652129436521019
0.8,0.09,0.14,1.3902913671121429
0.85,0.09,0.14,1.412106562707209
0.9,0.09,0.14,1.4309364128451172
0.95,0.09,0.14,1.4471328847689378
1.0,0.09,0.14,1.461026739517003
0.3,0.1,0.14,0.8821149906185974
0.35,0.1,0.14,0.964803996285666
0.4,0.1,0.14,1.0372451862323662
0.45,0.1,0.14,1.1007283991637509
0.5,0.1,0.14,1.156366311218924
0.55,0.1,0.14,1.2051213710551927
0.6,0.1,0.14,1.2478117243296052
0.65,0.1,0.14,1.2851494862995472
0.7,0.1,0.14,1.3177346116541508
0.75,0.1,0.14,1.3461490307175923
0.8,0.1,0.14,1.3708453645313556
0.85,0.1,0.14,1.3922641698032203
0.9,0.1,0.14,1.4107650197525414
0.95,0.1,0.14,1.4266795582030294
1.0,0.1,0.14,1.4402981552718848
0.3,0.03,0.19,1.2861034861716263
0.35,0.03,0.19,1.4181757916858733
0.4,0.03,0.19,1.5351836765313194
0.45,0.03,0.19,1.6387574418056843
0.5,0.03,0.19,1.730254690687446
0.55,0.03,0.19,1.8108495637112934
0.6,0.03,0.19,1.8815335304443044
0.65,0.03,0.19,1.9432286504185974
0.7,0.03,0.19,1.9966776956156673
0.75,0.03,0.19,2.0425960498722278
0.8,0.03,0.19,2.0775705623948375
0.85,0.03,0.19,2.1047566055076143
0.9,0.03,0.19,2.12771009313443
0.95,0.03,0.19,2.1469012417391897
1.0,0.03,0.19,2.162905447659356
0.3,0.04,0.19,1.2544825630466425
0.35,0.04,0.19,1.3804823716716625
0.4,0.04,0.19,1.4914738910306664
0.45,0.04,0.19,1.5890202306680707
0.5,0.04,0.19,1.6744526615816695
0.55,0.04,0.19,1.7488730130389747
0.6,0.04,0.19,1.8132518394329267
0.65,0.04,0.19,1.8612913896253198
0.7,0.04,0.19,1.9025661441157786
0.75,0.04,0.19,1.937967547874198
0.8,0.04,0.19,1.9682086480109837
0.85,0.04,0.19,1.993906405252348
0.9,0.04,0.19,2.0155815461738986
0.95,0.04,0.19,2.03370170718532
1.0,0.04,0.19,2.048680036817874
0.3,0.05,0.19,1.2268058582513173
0.35,0.05,0.19,1.3476414208616447
0.4,0.05,0.19,1.453506744300134
0.45,0.05,0.19,1.5458766126934735
0.5,0.05,0.19,1.6243377548073892
0.55,0.05,0.19,1.6860632010318086
0.6,0.05,0.19,1.7394027858530572
0.65,0.05,0.19,1.7853527169135561
0.7,0.05,0.19,1.8248826724660336
0.75,0.05,0.19,1.858737492639293
0.8,0.05,0.19,1.8876996863054225
0.85,0.05,0.19,1.9122249726923914
0.9,0.05,0.19,1.9328944945582869
0.95,0.05,0.19,1.9501757438991107
1.0,0.05,0.19,1.964457612280356
0.3,0.06,0.19,1.2022181776905072
0.35,0.06,0.19,1.3186053035059873
0.4,0.06,0.19,1.4199680668554784
0.45,0.06,0.19,1.5016144431433542
0.5,0.06,0.19,1.5704872353349095
0.55,0.06,0.19,1.6300740634172115
0.6,0.06,0.19,1.6814950217780362
0.65,0.06,0.19,1.7258649415978744
0.7,0.06,0.19,1.7640197319312383
0.75,0.06,0.19,1.7966750610403617
0.8,0.06,0.19,1.8245251899840516
0.85,0.06,0.19,1.8481413817553929
0.9,0.06,0.19,1.8680244891580882
0.95,0.06,0.19,1.8846961522568908
1.0,0.06,0.19,1.8984258244819723
0.3,0.07,0.19,1.180147424620417
0.35,0.07,0.19,1.2925734466877628
0.4,0.07,0.19,1.382523212751198
0.45,0.07,0.19,1.459729537612422
0.5,0.07,0.19,1.5265543605620582
0.55,0.07,0.19,1.5843764639931868
0.6,0.07,0.19,1.6343309037365812
0.65,0.07,0.19,1.6773491925796762
0.7,0.07,0.19,1.7143086750553211
0.75,0.07,0.19,1.7459478153252825
0.8,0.07,0.19,1.7729324378491704
0.85,0.07,0.19,1.7958252568714097
0.9,0.07,0.19,1.8150668877970206
0.95,0.07,0.19,1.8311293612722226
1.0,0.07,0.19,1.8443504771622048
0.3,0.08,0.19,1.1601308314589793
0.35,0.08,0.19,1.2623850836388175
0.4,0.08,0.19,1.3493145703112372
0.45,0.08,0.19,1.4245726826964293
0.5,0.08,0.19,1.4897191153405793
0.55,0.08,0.19,1.5460527369599542
0.6,0.08,0.19,1.5946753712182762
0.65,0.08,0.19,1.6365647888555996
0.7,0.08,0.19,1.6725187427625463
0.75,0.08,0.19,1.7032977053942409
0.8,0.08,0.19,1.7295327665044162
0.85,0.08,0.19,1.751729331546394
0.9,0.08,0.19,1.7704333337525544
0.95,0.08,0.19,1.7860482537101199
1.0,0.08,0.19,1.7989184524139445
0.3,0.09,0.19,1.1375680376460844
0.35,0.09,0.19,1.2358248707525743
0.4,0.09,0.19,1.320848656176187
0.45,0.09,0.19,1.3944459882117268
0.5,0.09,0.19,1.458101201758876
0.55,0.09,0.19,1.513141759895398
0.6,0.09,0.19,1.5606496526524605
0.65,0.09,0.19,1.601559927235777
0.7,0.09,0.19,1.6366883281616231
0.75,0.09,0.19,1.666736107921264
0.8,0.09,0.19,1.6922586097497572
0.85,0.09,0.19,1.7139754587531866
0.9,0.09,0.19,1.7321870545675717
0.95,0.09,0.19,1.7473388792983222
1.0,0.09,0.19,1.7598530664819365
0.3,0.1,0.19,1.1163633255234393
0.35,0.1,0.19,1.2127044145441426
0.4,0.1,0.19,1.2960538200438378
0.45,0.1,0.19,1.3681639568276895
0.5,0.1,0.19,1.4305326333080093
0.55,0.1,0.19,1.4844416648502357
0.6,0.1,0.19,1.5309617234238917
0.65,0.1,0.19,1.5710148520850016
0.7,0.1,0.19,1.6053620129245518
0.75,0.1,0.19,1.6347591330480604
0.8,0.1,0.19,1.6597639390336856
0.85,0.1,0.19,1.6809344450032178
0.9,0.1,0.19,1.6987115277151894
0.95,0.1,0.19,1.7135040628667506
1.0,0.1,0.19,1.7256671006473205
0.3,0.03,0.24,1.6903651707391667
0.35,0.03,0.24,1.859203527162237
0.4,0.03,0.24,2.0079013840060083
0.45,0.03,0.24,2.138702703610949
0.5,0.03,0.24,2.2534420951424434
0.55,0.03,0.24,2.353694233324323
0.6,0.03,0.24,2.4407666384775246
0.65,0.03,0.24,2.51588506500634
0.7,0.03,0.24,2.580010478249697
0.75,0.03,0.24,2.634084739161104
0.8,0.03,0.24,2.6722910343619444
0.85,0.03,0.24,2.6996597228220236
0.9,0.03,0.24,2.721851021671755
0.95,0.03,0.24,2.739464185830024
1.0,0.03,0.24,2.7532843794873654
0.3,0.04,0.24,1.6380366189601723
0.35,0.04,0.24,1.7970033817727
0.4,0.04,0.24,1.9359603900618063
0.45,0.04,0.24,2.0570395609683536
0.5,0.04,0.24,2.162034479873511
0.55,0.04,0.24,2.252401994123307
0.6,0.04,0.24,2.329418732883867
0.65,0.04,0.24,2.382444260371529
0.7,0.04,0.24,2.4270200799890023
0.75,0.04,0.24,2.464345511733192
0.8,0.04,0.24,2.4953536612231675
0.85,0.04,0.24,2.5208435960028295
0.9,0.04,0.24,2.5414785021800523
0.95,0.04,0.24,2.5578531699911533
1.0,0.04,0.24,2.5704902012648496
0.3,0.05,0.24,1.5925205107578666
0.35,0.05,0.24,1.7431731525686667
0.4,0.05,0.24,1.873918905611629
0.45,0.05,0.24,1.9867447026914387
0.5,0.05,0.24,2.080560488996106
0.55,0.05,0.24,2.150381987097857
0.6,0.05,0.24,2.209694199270126
0.65,0.05,0.24,2.259806230920164
0.7,0.05,0.24,2.3020160691913363
0.75,0.05,0.24,2.3372827064944035
0.8,0.05,0.24,2.3666491277944
0.85,0.05,0.24,2.3906556128566345
0.9,0.05,0.24,2.4100617625227403
0.95,0.05,0.24,2.425461251181695
1.0,0.05,0.24,2.437338080855263
0.3,0.06,0.24,1.5523108779552575
0.35,0.06,0.24,1.6958666262460085
0.4,0.06,0.24,1.8194675198649541
0.45,0.06,0.24,1.9148773172648528
0.5,0.06,0.24,1.9932838702560787
0.55,0.06,0.24,2.0600553040236687
0.6,0.06,0.24,2.1166653625146172
0.65,0.06,0.24,2.164613810296023
0.7,0.06,0.24,2.2049781556533485
0.75,0.06,0.24,2.2386710041387494
0.8,0.06,0.24,2.266593001605156
0.85,0.06,0.24,2.2894684519517803
0.9,0.06,0.24,2.3079282686960134
0.95,0.06,0.24,2.3226510954967483
1.0,0.06,0.24,2.3339320917715316
0.3,0.07,0.24,1.5164008583713933
0.35,0.07,0.24,1.6536867234060957
0.4,0.07,0.24,1.758651509847999
0.45,0.07,0.24,1.8471405663608362
0.5,0.07,0.24,1.9225961683984323
0.55,0.07,0.24,1.9868690835438019
0.6,0.07,0.24,2.041454703141409
0.65,0.07,0.24,2.087554142634515
0.7,0.07,0.24,2.1263116879149346
0.75,0.07,0.24,2.1586748410781786
0.8,0.07,0.24,2.1854980967702784
0.85,0.07,0.24,2.207490809404619
0.9,0.07,0.24,2.2251885925045762
0.95,0.07,0.24,2.2391920655303617
1.0,0.07,0.24,2.2499041261256347
0.3,0.08,0.24,1.4839853996648893
0.35,0.08,0.24,1.6045977733863843
0.4,0.08,0.24,1.704957913363077
0.45,0.08,0.24,1.790621954875126
0.5,0.08,0.24,1.8636855791224414
0.55,0.08,0.24,1.9258663122324686
0.6,0.08,0.24,1.9786048151600897
0.65,0.08,0.24,2.0231750661027244
0.7,0.08,0.24,2.0605923203240897
0.75,0.08,0.24,2.09183958716175
0.8,0.08,0.24,2.1177135603689226
0.85,0.08,0.24,2.1388343686642277
0.9,0.08,0.24,2.1559020196142953
0.95,0.08,0.24,2.1694088803842155
1.0,0.08,0.24,2.179767771357197
0.3,0.09,0.24,1.447272723832702
0.35,0.09,0.24,1.5615862476810418
0.4,0.09,0.24,1.6591611714990986
0.45,0.09,0.24,1.7424338775082946
0.5,0.09,0.24,1.813375942060901
0.55,0.09,0.24,1.8737490111059765
0.6,0.09,0.24,1.9249588820803263
0.65,0.09,0.24,1.9682104685951136
0.7,0.09,0.24,2.004546534376267
0.75,0.09,0.24,2.0348541715529223
0.8,0.09,0.24,2.0598122595126402
0.85,0.09,0.24,2.0803754835443753
0.9,0.09,0.24,2.096859067305213
0.95,0.09,0.24,2.1098222500796924
1.0,0.09,0.24,2.119798859143216
0.3,0.1,0.24,1.4128170225287606
0.35,0.1,0.24,1.5243013116825963
0.4,0.1,0.24,1.619439190218543
0.45,0.1,0.24,1.7005762858344575
0.5,0.1,0.24,1.7697018627272318
0.55,0.1,0.24,1.828502181829136
0.6,0.1,0.24,1.8783633403094502
0.65,0.1,0.24,1.9204673789181201
0.7,0.1,0.24,1.9557710405026312
0.75,0.1,0.24,1.985246330162604
0.8,0.1,0.24,2.0095748248442242
0.85,0.1,0.24,2.0294572464632417
0.9,0.1,0.24,2.0454298299079117
0.95,0.1,0.24,2.057992740261179
1.0,0.1,0.24,2.067576724552832
0.3,0.03,0.29,2.2216986744616833
0.35,0.03,0.29,2.4373831337956937
0.4,0.03,0.29,2.6261795441980094
0.45,0.03,0.29,2.7911691735128366
0.5,0.03,0.29,2.934828787629195
0.55,0.03,0.29,3.059269336890871
0.6,0.03,0.29,3.1662161142023932
0.65,0.03,0.29,3.2572994737178544
0.7,0.03,0.29,3.3337649248522
0.75,0.03,0.29,3.3968549060473525
0.8,0.03,0.29,3.437254792491651
0.85,0.03,0.29,3.462710415045717
0.9,0.03,0.29,3.4818996291274837
0.95,0.03,0.29,3.4955795262225866
1.0,0.03,0.29,3.504811032092337
0.3,0.04,0.29,2.138861108231052
0.35,0.04,0.29,2.3391976749345744
0.4,0.04,0.29,2.5129119955953687
0.45,0.04,0.29,2.662906156713856
0.5,0.04,0.29,2.7915946502462137
0.55,0.04,0.29,2.900905157381823
0.6,0.04,0.29,2.9925195800751307
0.65,0.04,0.29,3.049517493829827
0.7,0.04,0.29,3.096042934900122
0.75,0.04,0.29,3.1336947865103024
0.8,0.04,0.29,3.163683840568674
0.85,0.04,0.29,3.1870364721077435
0.9,0.04,0.29,3.2045902530237242
0.95,0.04,0.29,3.2170956124577814
1.0,0.04,0.29,3.225208307814444
0.3,0.05,0.29,2.0672558417673934
0.35,0.05,0.29,2.254793146602271
0.4,0.05,0.29,2.4159310430303598
0.45,0.05,0.29,2.5533438317532524
0.5,0.05,0.29,2.6649210951111635
0.55,0.05,0.29,2.7425678275909964
0.6,0.05,0.29,2.8071407577362204
0.65,0.05,0.29,2.8603447111189833
0.7,0.05,0.29,2.9039006522287893
0.75,0.05,0.29,2.939032796030189
0.8,0.05,0.29,2.9671181993213356
0.85,0.05,0.29,2.988787585613394
0.9,0.05,0.29,3.0050257349931435
0.95,0.05,0.29,3.0165805822309584
1.0,0.05,0.29,3.0240494288351214
0.3,0.06,0.29,2.004352543102667
0.35,0.06,0.29,2.181064801095698
0.4,0.06,0.29,2.3313637349426815
0.45,0.06,0.29,2.4418752476166654
0.5,0.06,0.29,2.529903139630272
0.55,0.06,0.29,2.6034570765082203
0.6,0.06,0.29,2.6644576396852093
0.65,0.06,0.29,2.7149012850253476
0.7,0.06,0.29,2.7561645592170514
0.75,0.06,0.29,2.7894013633548242
0.8,0.06,0.29,2.815770296364271
0.85,0.06,0.29,2.836182255441879
0.9,0.06,0.29,2.851425623358304
0.95,0.06,0.29,2.862375510743297
1.0,0.06,0.29,2.869345190501419
0.3,0.07,0.29,1.9484612814446471
0.35,0.07,0.29,2.1156861810655663
0.4,0.07,0.29,2.2371090080548575
0.45,0.07,0.29,2.3373701661723474
0.5,0.07,0.29,2.421385128649709
0.55,0.07,0.29,2.491610324223526
0.6,0.07,0.29,2.5499960231125236
0.65,0.07,0.29,2.5980769643608492
0.7,0.07,0.29,2.6373321560761265
0.75,0.07,0.29,2.668966980915023
0.8,0.07,0.29,2.694068780636104
0.85,0.07,0.29,2.713524411665401
