adhesivity,particle_size,n
0.3,0.07,1.46
0.3,0.08,1.46
0.3,0.09,1.46
0.3,0.1,1.46
0.5,0.03,1.47
0.4,0.04,1.47
0.35,0.05,1.47
0.3,0.06,1.47
0.3,0.07,1.47
0.3,0.08,1.47
0.3,0.09,1.47
0.3,0.1,1.47
0.5,0.03,1.48
0.4,0.04,1.48
0.35,0.05,1.48
0.3,0.06,1.48
0.3,0.07,1.48
0.3,0.08,1.48
0.3,0.09,1.48
0.3,0.1,1.48
0.5,0.03,1.49
0.4,0.04,1.49
0.35,0.05,1.49
0.3,0.06,1.49
0.3,0.07,1.49
0.3,0.08,1.49
0.3,0.09,1.49
0.3,0.1,1.49
0.45,0.03,1.5
0.4,0.04,1.5
0.3,0.05,1.5
0.3,0.06,1.5
0.3,0.07,1.5
0.3,0.08,1.5
0.3,0.09,1.5
0.3,0.1,1.5
0.45,0.03,1.51
0.4,0.04,1.51
0.3,0.05,1.51
0.3,0.06,1.51
0.3,0.07,1.51
0.3,0.08,1.51
0.3,0.09,1.51
0.3,0.1,1.51
0.45,0.03,1.52
0.4,0.04,1.52
0.3,0.05,1.52
0.3,0.06,1.52
0.3,0.07,1.52
0.3,0.08,1.52
0.3,0.09,1.52
0.3,0.1,1.52
0.45,0.03,1.53
0.4,0.04,1.53
0.3,0.05,1.53
0.3,0.06,1.53
0.3,0.07,1.53
0.3,0.08,1.53
0.3,0.09,1.53
0.3,0.1,1.53
0.45,0.03,1.54
0.35,0.04,1.54
0.3,0.05,1.54
0.3,0.06,1.54
0.3,0.07,1.54
0.3,0.08,1.54
0.3,0.09,1.54
0.3,0.1,1.54
0.45,0.03,1.55
0.35,0.04,1.55
0.3,0.05,1.55
0.3,0.06,1.55
0.3,0.07,1.55
0.3,0.08,1.55
0.3,0.09,1.55
0.3,0.1,1.55
0.45,0.03,1.56
0.35,0.04,1.56
0.3,0.05,1.56
0.3,0.06,1.56
0.3,0.07,1.56
0.3,0.08,1.56
0.3,0.09,1.56
0.3,0.1,1.56
0.45,0.03,1.57
0.35,0.04,1.57
0.3,0.05,1.57
0.3,0.06,1.57
0.3,0.07,1.57
0.3,0.08,1.57
0.3,0.09,1.57
0.3,0.1,1.57
0.45,0.03,1.58
0.35,0.04,1.58
0.3,0.05,1.58
0.3,0.06,1.58
0.3,0.07,1.58
0.3,0.08,1.58
0.3,0.09,1.58
0.3,0.1,1.58
0.45,0.03,1.59
0.35,0.04,1.59
0.3,0.05,1.59
0.3,0.06,1.59
0.3,0.07,1.59
0.3,0.08,1.59
0.3,0.09,1.59
0.3,0.1,1.59
0.45,0.03,1.6
0.35,0.04,1.6
0.3,0.05,1.6
0.3,0.06,1.6
0.3,0.07,1.6
0.3,0.08,1.6
0.3,0.09,1.6
0.3,0.1,1.6
0.45,0.03,1.61
0.35,0.04,1.61
0.3,0.05,1.61
0.3,0.06,1.61
0.3,0.07,1.61
0.3,0.08,1.61
0.3,0.09,1.61
0.3,0.1,1.61
0.45,0.03,1.62
0.35,0.04,1.62
0.3,0.05,1.62
0.3,0.06,1.62
0.3,0.07,1.62
0.3,0.08,1.62
0.3,0.09,1.62
0.3,0.1,1.62
0.45,0.03,1.63
0.35,0.04,1.63
0.3,0.05,1.63
0.3,0.06,1.63
0.3,0.07,1.63
0.3,0.08,1.63
0.3,0.09,1.63
0.3,0.1,1.63
0.45,0.03,1.64
0.35,0.04,1.64
0.3,0.05,1.64
0.3,0.06,1.64
0.3,0.07,1.64
0.3,0.08,1.64
0.3,0.09,1.64
0.3,0.1,1.64
0.45,0.03,1.65
0.35,0.04,1.65
0.3,0.05,1.65
0.3,0.06,1.65
0.3,0.07,1.65
0.3,0.08,1.65
0.3,0.09,1.65
0.3,0.1,1.65
0.45,0.03,1.66
0.35,0.04,1.66
0.3,0.05,1.66
0.3,0.06,1.66
0.3,0.07,1.66
0.3,0.08,1.66
0.3,0.09,1.66
0.3,0.1,1.66
0.45,0.03,1.67
0.35,0.04,1.67
0.3,0.05,1.67
0.3,0.06,1.67
0.3,0.07,1.67
0.3,0.08,1.67
0.3,0.09,1.67
0.3,0.1,1.67
0.4,0.03,1.68
0.35,0.04,1.68
0.3,0.05,1.68
0.3,0.06,1.68
0.3,0.07,1.68
0.3,0.08,1.68
0.3,0.09,1.68
0.3,0.1,1.68
0.4,0.03,1.69
0.35,0.04,1.69
0.3,0.05,1.69
0.3,0.06,1.69
0.3,0.07,1.69
0.3,0.08,1.69
0.3,0.09,1.69
0.3,0.1,1.69
0.4,0.03,1.7
0.35,0.04,1.7
0.3,0.05,1.7
0.3,0.06,1.7
0.3,0.07,1.7
0.3,0.08,1.7
0.3,0.09,1.7
0.3,0.1,1.7
0.4,0.03,1.71
0.35,0.04,1.71
0.3,0.05,1.71
0.3,0.06,1.71
0.3,0.07,1.71
0.3,0.08,1.71
0.3,0.09,1.71
0.3,0.1,1.71
0.4,0.03,1.72
0.35,0.04,1.72
0.3,0.05,1.72
0.3,0.06,1.72
0.3,0.07,1.72
0.3,0.08,1.72
0.3,0.09,1.72
0.3,0.1,1.72
0.4,0.03,1.73
0.3,0.04,1.73
0.3,0.05,1.73
0.3,0.06,1.73
0.3,0.07,1.73
0.3,0.08,1.73
0.3,0.09,1.73
0.3,0.1,1.73
0.4,0.03,1.74
0.3,0.04,1.74
0.3,0.05,1.74
0.3,0.06,1.74
0.3,0.07,1.74
0.3,0.08,1.74
0.3,0.09,1.74
0.3,0.1,1.74
0.4,0.03,1.75
0.3,0.04,1.75
0.3,0.05,1.75
0.3,0.06,1.75
0.3,0.07,1.75
0.3,0.08,1.75
0.3,0.09,1.75
0.3,0.1,1.75
0.4,0.03,1.76
0.3,0.04,1.76
0.3,0.05,1.76
0.3,0.06,1.76
0.3,0.07,1.76
0.3,0.08,1.76
0.3,0.09,1.76
0.3,0.1,1.76
0.4,0.03,1.77
0.3,0.04,1.77
0.3,0.05,1.77
0.3,0.06,1.77
0.3,0.07,1.77
0.3,0.08,1.77
0.3,0.09,1.77
0.3,0.1,1.77
0.4,0.03,1.78
0.3,0.04,1.78
0.3,0.05,1.78
0.3,0.06,1.78
0.3,0.07,1.78
0.3,0.08,1.78
0.3,0.09,1.78
0.3,0.1,1.78
0.4,0.03,1.79
0.3,0.04,1.79
0.3,0.05,1.79
0.3,0.06,1.79
0.3,0.07,1.79
0.3,0.08,1.79
0.3,0.09,1.79
0.3,0.1,1.79
0.4,0.03,1.8
0.3,0.04,1.8
0.3,0.05,1.8
0.3,0.06,1.8
0.3,0.07,1.8
0.3,0.08,1.8
0.3,0.09,1.8
0.3,0.1,1.8
0.4,0.03,1.81
0.3,0.04,1.81
0.3,0.05,1.81
0.3,0.06,1.81
0.3,0.07,1.81
0.3,0.08,1.81
0.3,0.09,1.81
0.3,0.1,1.81
0.4,0.03,1.82
0.3,0.04,1.82
0.3,0.05,1.82
0.3,0.06,1.82
0.3,0.07,1.82
0.3,0.08,1.82
0.3,0.09,1.82
0.3,0.1,1.82
0.4,0.03,1.83
0.3,0.04,1.83
0.3,0.05,1.83
0.3,0.06,1.83
0.3,0.07,1.83
0.3,0.08,1.83
0.3,0.09,1.83
0.3,0.1,1.83
0.4,0.03,1.84
0.3,0.04,1.84
0.3,0.05,1.84
0.3,0.06,1.84
0.3,0.07,1.84
0.3,0.08,1.84
0.3,0.09,1.84
0.3,0.1,1.84
0.4,0.03,1.85
0.3,0.04,1.85
0.3,0.05,1.85
0.3,0.06,1.85
0.3,0.07,1.85
0.3,0.08,1.85
0.3,0.09,1.85
0.3,0.1,1.85
0.4,0.03,1.86
0.3,0.04,1.86
0.3,0.05,1.86
0.3,0.06,1.86
0.3,0.07,1.86
0.3,0.08,1.86
0.3,0.09,1.86
0.3,0.1,1.86
0.4,0.03,1.87
0.3,0.04,1.87
0.3,0.05,1.87
0.3,0.06,1.87
0.3,0.07,1.87
0.3,0.08,1.87
0.3,0.09,1.87
0.3,0.1,1.87
0.35,0.03,1.88
0.3,0.04,1.88
0.3,0.05,1.88
0.3,0.06,1.88
0.3,0.07,1.88
0.3,0.08,1.88
0.3,0.09,1.88
0.3,0.1,1.88
0.35,0.03,1.89
0.3,0.04,1.89
0.3,0.05,1.89
0.3,0.06,1.89
0.3,0.07,1.89
0.3,0.08,1.89
0.3,0.09,1.89
0.3,0.1,1.89
0.35,0.03,1.9
0.3,0.04,1.9
0.3,0.05,1.9
0.3,0.06,1.9
0.3,0.07,1.9
0.3,0.08,1.9
0.3,0.09,1.9
0.3,0.1,1.9
0.35,0.03,1.91
0.3,0.04,1.91
0.3,0.05,1.91
0.3,0.06,1.91
0.3,0.07,1.91
0.3,0.08,1.91
0.3,0.09,1.91
0.3,0.1,1.91
0.35,0.03,1.92
0.3,0.04,1.92
0.3,0.05,1.92
0.3,0.06,1.92
0.3,0.07,1.92
0.3,0.08,1.92
0.3,0.09,1.92
0.3,0.1,1.92
0.35,0.03,1.93
0.3,0.04,1.93
0.3,0.05,1.93
0.3,0.06,1.93
0.3,0.07,1.93
0.3,0.08,1.93
0.3,0.09,1.93
0.3,0.1,1.93
0.35,0.03,1.94
0.3,0.04,1.94
0.3,0.05,1.94
0.3,0.06,1.94
0.3,0.07,1.94
0.3,0.08,1.94
0.3,0.09,1.94
0.3,0.1,1.94
0.35,0.03,1.95
0.3,0.04,1.95
0.3,0.05,1.95
0.3,0.06,1.95
0.3,0.07,1.95
0.3,0.08,1.95
0.3,0.09,1.95
0.3,0.1,1.95
0.35,0.03,1.96
0.3,0.04,1.96
0.3,0.05,1.96
0.3,0.06,1.96
0.3,0.07,1.96
0.3,0.08,1.96
0.3,0.09,1.96
0.3,0.1,1.96
0.35,0.03,1.97
0.3,0.04,1.97
0.3,0.05,1.97
0.3,0.06,1.97
0.3,0.07,1.97
0.3,0.08,1.97
0.3,0.09,1.97
0.3,0.1,1.97
0.35,0.03,1.98
0.3,0.04,1.98
0.3,0.05,1.98
0.3,0.06,1.98
0.3,0.07,1.98
0.3,0.08,1.98
0.3,0.09,1.98
0.3,0.1,1.98
0.35,0.03,1.99
0.3,0.04,1.99
0.3,0.05,1.99
0.3,0.06,1.99
0.3,0.07,1.99
0.3,0.08,1.99
0.3,0.09,1.99
0.3,0.1,1.99
0.35,0.03,2.0
0.3,0.04,2.0
0.3,0.05,2.0
0.3,0.06,2.0
0.3,0.07,2.0
0.3,0.08,2.0
0.3,0.09,2.0
0.3,0.1,2.0
0.35,0.03,2.01
0.3,0.04,2.01
0.3,0.05,2.01
0.3,0.06,2.01
0.3,0.07,2.01
0.3,0.08,2.01
0.3,0.09,2.01
0.3,0.1,2.01
0.35,0.03,2.02
0.3,0.04,2.02
0.3,0.05,2.02
0.3,0.06,2.02
0.3,0.07,2.02
0.3,0.08,2.02
0.3,0.09,2.02
0.3,0.1,2.02
0.35,0.03,2.03
0.3,0.04,2.03
0.3,0.05,2.03
0.3,0.06,2.03
0.3,0.07,2.03
0.3,0.08,2.03
0.3,0.09,2.03
0.3,0.1,2.03
0.35,0.03,2.04
0.3,0.04,2.04
0.3,0.05,2.04
0.3,0.06,2.04
0.3,0.07,2.04
0.3,0.08,2.04
0.3,0.09,2.04
0.3,0.1,2.04
0.35,0.03,2.05
0.3,0.04,2.05
0.3,0.05,2.05
0.3,0.06,2.05
0.3,0.07,2.05
0.3,0.08,2.05
0.3,0.09,2.05
0.3,0.1,2.05
0.35,0.03,2.06
0.3,0.04,2.06
0.3,0.05,2.06
0.3,0.06,2.06
0.3,0.07,2.06
0.3,0.08,2.06
0.3,0.09,2.06
0.3,0.1,2.06
0.35,0.03,2.07
0.3,0.04,2.07
0.3,0.05,2.07
0.3,0.06,2.07
0.3,0.07,2.07
0.3,0.08,2.07
0.3,0.09,2.07
0.3,0.1,2.07
0.35,0.03,2.08
0.3,0.04,2.08
0.3,0.05,2.08
0.3,0.06,2.08
0.3,0.07,2.08
0.3,0.08,2.08
0.3,0.09,2.08
0.3,0.1,2.08
0.35,0.03,2.09
0.3,0.04,2.09
0.3,0.05,2.09
0.3,0.06,2.09
0.3,0.07,2.09
0.3,0.08,2.09
0.3,0.09,2.09
0.3,0.1,2.09
0.3,0.03,2.1
0.3,0.04,2.1
0.3,0.05,2.1
0.3,0.06,2.1
0.3,0.07,2.1
0.3,0.08,2.1
0.3,0.09,2.1
0.3,0.1,2.1
0.3,0.03,2.11
0.3,0.04,2.11
0.3,0.05,2.11
0.3,0.06,2.11
0.3,0.07,2.11
0.3,0.08,2.11
0.3,0.09,2.11
0.3,0.1,2.11
0.3,0.03,2.12
0.3,0.04,2.12
0.3,0.05,2.12
0.3,0.06,2.12
0.3,0.07,2.12
0.3,0.08,2.12
0.3,0.09,2.12
0.3,0.1,2.12
0.3,0.03,2.13
0.3,0.04,2.13
0.3,0.05,2.13
0.3,0.06,2.13
0.3,0.07,2.13
0.3,0.08,2.13
0.3,0.09,2.13
0.3,0.1,2.13
0.3,0.03,2.14
0.3,0.04,2.14
0.3,0.05,2.14
0.3,0.06,2.14
0.3,0.07,2.14
0.3,0.08,2.14
0.3,0.09,2.14
0.3,0.1,2.14
0.3,0.03,2.15
0.3,0.04,2.15
0.3,0.05,2.15
0.3,0.06,2.15
0.3,0.07,2.15
0.3,0.08,2.15
0.3,0.09,2.15
0.3,0.1,2.15
0.3,0.03,2.16
0.3,0.04,2.16
0.3,0.05,2.16
0.3,0.06,2.16
0.3,0.07,2.16
0.3,0.08,2.16
0.3,0.09,2.16
0.3,0.1,2.16
0.3,0.03,2.17
0.3,0.04,2.17
0.3,0.05,2.17
0.3,0.06,2.17
0.3,0.07,2.17
0.3,0.08,2.17
0.3,0.09,2.17
0.3,0.1,2.17
0.3,0.03,2.18
0.3,0.04,2.18
0.3,0.05,2.18
0.3,0.06,2.18
0.3,0.07,2.18
0.3,0.08,2.18
0.3,0.09,2.18
0.3,0.1,2.18
0.3,0.03,2.19
0.3,0.04,2.19
0.3,0.05,2.19
0.3,0.06,2.19
0.3,0.07,2.19
0.3,0.08,2.19
0.3,0.09,2.19
0.3,0.1,2.19
0.3,0.03,2.2
0.3,0.04,2.2
0.3,0.05,2.2
0.3,0.06,2.2
0.3,0.07,2.2
0.3,0.08,2.2
0.3,0.09,2.2
0.3,0.1,2.2
0.3,0.03,2.21
0.3,0.04,2.21
0.3,0.05,2.21
0.3,0.06,2.21
0.3,0.07,2.21
0.3,0.08,2.21
0.3,0.09,2.21
0.3,0.1,2.21
0.3,0.03,2.22
0.3,0.04,2.22
0.3,0.05,2.22
0.3,0.06,2.22
0.3,0.07,2.22
0.3,0.08,2.22
0.3,0.09,2.22
0.3,0.1,2.22
0.3,0.03,2.23
0.3,0.04,2.23
0.3,0.05,2.23
0.3,0.06,2.23
0.3,0.07,2.23
0.3,0.08,2.23
0.3,0.09,2.23
0.3,0.1,2.23
0.3,0.03,2.24
0.3,0.04,2.24
0.3,0.05,2.24
0.3,0.06,2.24
0.3,0.07,2.24
0.3,0.08,2.24
0.3,0.09,2.24
0.3,0.1,2.24
0.3,0.03,2.25
0.3,0.04,2.25
0.3,0.05,2.25
0.3,0.06,2.25
0.3,0.07,2.25
0.3,0.08,2.25
0.3,0.09,2.25
0.3,0.1,2.25
0.3,0.03,2.26
0.3,0.04,2.26
0.3,0.05,2.26
0.3,0.06,2.26
0.3,0.07,2.26
0.3,0.08,2.26
0.3,0.09,2.26
0.3,0.1,2.26
0.3,0.03,2.27
0.3,0.04,2.27
0.3,0.05,2.27
0.3,0.06,2.27
0.3,0.07,2.27
0.3,0.08,2.27
0.3,0.09,2.27
0.3,0.1,2.27
0.3,0.03,2.28
0.3,0.04,2.28
0.3,0.05,2.28
0.3,0.06,2.28
0.3,0.07,2.28
0.3,0.08,2.28
0.3,0.09,2.28
0.3,0.1,2.28
0.3,0.03,2.29
0.3,0.04,2.29
0.3,0.05,2.29
0.3,0.06,2.29
0.3,0.07,2.29
0.3,0.08,2.29
0.3,0.09,2.29
0.3,0.1,2.29
0.3,0.03,2.3
0.3,0.04,2.3
0.3,0.05,2.3
0.3,0.06,2.3
0.3,0.07,2.3
0.3,0.08,2.3
0.3,0.09,2.3
0.3,0.1,2.3
0.3,0.03,2.31
0.3,0.04,2.31
0.3,0.05,2.31
0.3,0.06,2.31
0.3,0.07,2.31
0.3,0.08,2.31
0.3,0.09,2.31
0.3,0.1,2.31
0.3,0.03,2.32
0.3,0.04,2.32
0.3,0.05,2.32
0.3,0.06,2.32
0.3,0.07,2.32
0.3,0.08,2.32
0.3,0.09,2.32
0.3,0.1,2.32
0.3,0.03,2.33
0.3,0.04,2.33
0.3,0.05,2.33
0.3,0.06,2.33
0.3,0.07,2.33
0.3,0.08,2.33
0.3,0.09,2.33
0.3,0.1,2.33
0.3,0.03,2.34
0.3,0.04,2.34
0.3,0.05,2.34
0.3,0.06,2.34
0.3,0.07,2.34
0.3,0.08,2.34
0.3,0.09,2.34
0.3,0.1,2.34
0.3,0.03,2.35
0.3,0.04,2.35
0.3,0.05,2.35
0.3,0.06,2.35
0.3,0.07,2.35
0.3,0.08,2.35
0.3,0.09,2.35
0.3,0.1,2.35
0.3,0.03,2.36
0.3,0.04,2.36
0.3,0.05,2.36
0.3,0.06,2.36
0.3,0.07,2.36
0.3,0.08,2.36
0.3,0.09,2.36
0.3,0.1,2.36
0.3,0.03,2.37
0.3,0.04,2.37
0.3,0.05,2.37
0.3,0.06,2.37
0.3,0.07,2.37
0.3,0.08,2.37
0.3,0.09,2.37
0.3,0.1,2.37
0.3,0.03,2.38
0.3,0.04,2.38
0.3,0.05,2.38
0.3,0.06,2.38
0.3,0.07,2.38
0.3,0.08,2.38
0.3,0.09,2.38
0.3,0.1,2.38
0.3,0.03,2.39
0.3,0.04,2.39
0.3,0.05,2.39
0.3,0.06,2.39
0.3,0.07,2.39
0.3,0.08,2.39
0.3,0.09,2.39
0.3,0.1,2.39
0.3,0.03,2.4
0.3,0.04,2.4
0.3,0.05,2.4
0.3,0.06,2.4
0.3,0.07,2.4
0.3,0.08,2.4
0.3,0.09,2.4
0.3,0.1,2.4
0.3,0.03,2.41
0.3,0.04,2.41
0.3,0.05,2.41
0.3,0.06,2.41
0.3,0.07,2.41
0.3,0.08,2.41
0.3,0.09,2.41
0.3,0.1,2.41
0.3,0.03,2.42
0.3,0.04,2.42
0.3,0.05,2.42
0.3,0.06,2.42
0.3,0.07,2.42
0.3,0.08,2.42
0.3,0.09,2.42
0.3,0.1,2.42
0.3,0.03,2.43
0.3,0.04,2.43
0.3,0.05,2.43
0.3,0.06,2.43
0.3,0.07,2.43
0.3,0.08,2.43
0.3,0.09,2.43
0.3,0.1,2.43
0.3,0.03,2.44
0.3,0.04,2.44
0.3,0.05,2.44
0.3,0.06,2.44
0.3,0.07,2.44
0.3,0.08,2.44
0.3,0.09,2.44
0.3,0.1,2.44
0.3,0.03,2.45
0.3,0.04,2.45
0.3,0.05,2.45
0.3,0.06,2.45
0.3,0.07,2.45
0.3,0.08,2.45
0.3,0.09,2.45
0.3,0.1,2.45
0.3,0.03,2.46
0.3,0.04,2.46
0.3,0.05,2.46
0.3,0.06,2.46
0.3,0.07,2.46
0.3,0.08,2.46
0.3,0.09,2.46
0.3,0.1,2.46
0.3,0.03,2.47
0.3,0.04,2.47
0.3,0.05,2.47
0.3,0.06,2.47
0.3,0.07,2.47
0.3,0.08,2.47
0.3,0.09,2.47
0.3,0.1,2.47
0.3,0.03,2.48
0.3,0.04,2.48
0.3,0.05,2.48
0.3,0.06,2.48
0.3,0.07,2.48
0.3,0.08,2.48
0.3,0.09,2.48
0.3,0.1,2.48
0.3,0.03,2.49
0.3,0.04,2.49
0.3,0.05,2.49
0.3,0.06,2.49
0.3,0.07,2.49
0.3,0.08,2.49
0.3,0.09,2.49
0.3,0.1,2.49
0.3,0.03,2.5
0.3,0.04,2.5
0.3,0.05,2.5
0.3,0.06,2.5
0.3,0.07,2.5
0.3,0.08,2.5
0.3,0.09,2.5
0.3,0.1,2.5
0.3,0.03,2.51
0.3,0.04,2.51
0.3,0.05,2.51
0.3,0.06,2.51
0.3,0.07,2.51
0.3,0.08,2.51
0.3,0.09,2.51
0.3,0.1,2.51
0.3,0.03,2.52
0.3,0.04,2.52
0.3,0.05,2.52
0.3,0.06,2.52
0.3,0.07,2.52
0.3,0.08,2.52
0.3,0.09,2.52
0.3,0.1,2.52
0.3,0.03,2.53
0.3,0.04,2.53
0.3,0.05,2.53
0.3,0.06,2.53
0.3,0.07,2.53
0.3,0.08,2.53
0.3,0.09,2.53
0.3,0.1,2.53
0.3,0.03,2.54
0.3,0.04,2.54
0.3,0.05,2.54
0.3,0.06,2.54
0.3,0.07,2.54
0.3,0.08,2.54
0.3,0.09,2.54
0.3,0.1,2.54
0.3,0.03,2.55
0.3,0.04,2.55
0.3,0.05,2.55
0.3,0.06,2.55
0.3,0.07,2.55
0.3,0.08,2.55
0.3,0.09,2.55
0.3,0.1,2.55
0.3,0.03,2.56
0.3,0.04,2.56
0.3,0.05,2.56
0.3,0.06,2.56
0.3,0.07,2.56
0.3,0.08,2.56
0.3,0.09,2.56
0.3,0.1,2.56
0.3,0.03,2.57
0.3,0.04,2.57
0.3,0.05,2.57
0.3,0.06,2.57
0.3,0.07,2.57
0.3,0.08,2.57
0.3,0.09,2.57
0.3,0.1,2.57
0.3,0.03,2.58
0.3,0.04,2.58
0.3,0.05,2.58
0.3,0.06,2.58
0.3,0.07,2.58
0.3,0.08,2.58
0.3,0.09,2.58
0.3,0.1,2.58
0.3,0.03,2.59
0.3,0.04,2.59
0.3,0.05,2.59
0.3,0.06,2.59
0.3,0.07,2.59
0.3,0.08,2.59
0.3,0.09,2.59
0.3,0.1,2.59
0.3,0.03,2.6
0.3,0.04,2.6
0.3,0.05,2.6
0.3,0.06,2.6
0.3,0.07,2.6
0.3,0.08,2.6
0.3,0.09,2.6
0.3,0.1,2.6
0.3,0.03,2.61
0.3,0.04,2.61
0.3,0.05,2.61
0.3,0.06,2.61
0.3,0.07,2.61
0.3,0.08,2.61
0.3,0.09,2.61
0.3,0.1,2.61
0.3,0.03,2.62
0.3,0.04,2.62
0.3,0.05,2.62
0.3,0.06,2.62
0.3,0.07,2.62
0.3,0.08,2.62
0.3,0.09,2.62
0.3,0.1,2.62
0.3,0.03,2.63
0.3,0.04,2.63
0.3,0.05,2.63
0.3,0.06,2.63
0.3,0.07,2.63
0.3,0.08,2.63
0.3,0.09,2.63
0.3,0.1,2.63
0.3,0.03,2.64
0.3,0.04,2.64
0.3,0.05,2.64
0.3,0.06,2.64
0.3,0.07,2.64
0.3,0.08,2.64
0.3,0.09,2.64
0.3,0.1,2.64
0.3,0.03,2.65
0.3,0.04,2.65
0.3,0.05,2.65
0.3,0.06,2.65
0.3,0.07,2.65
0.3,0.08,2.65
0.3,0.09,2.65
0.3,0.1,2.65
0.3,0.03,2.66
0.3,0.04,2.66
0.3,0.05,2.66
0.3,0.06,2.66
0.3,0.07,2.66
0.3,0.08,2.66
0.3,0.09,2.66
0.3,0.1,2.66
0.3,0.03,2.67
0.3,0.04,2.67
0.3,0.05,2.67
0.3,0.06,2.67
0.3,0.07,2.67
0.3,0.08,2.67
0.3,0.09,2.67
0.3,0.1,2.67
0.3,0.03,2.68
0.3,0.04,2.68
0.3,0.05,2.68
0.3,0.06,2.68
0.3,0.07,2.68
0.3,0.08,2.68
0.3,0.09,2.68
0.3,0.1,2.68
0.3,0.03,2.69
0.3,0.04,2.69
0.3,0.05,2.69
0.3,0.06,2.69
0.3,0.07,2.69
0.3,0.08,2.69
0.3,0.09,2.69
0.3,0.1,2.69
0.3,0.03,2.7
0.3,0.04,2.7
0.3,0.05,2.7
0.3,0.06,2.7
0.3,0.07,2.7
0.3,0.08,2.7
0.3,0.09,2.7
0.3,0.1,2.7
0.3,0.03,2.71
0.3,0.04,2.71
0.3,0.05,2.71
0.3,0.06,2.71
0.3,0.07,2.71
0.3,0.08,2.71
0.3,0.09,2.71
0.3,0.1,2.71
0.3,0.03,2.72
0.3,0.04,2.72
0.3,0.05,2.72
0.3,0.06,2.72
0.3,0.07,2.72
0.3,0.08,2.72
0.3,0.09,2.72
0.3,0.1,2.72
0.3,0.03,2.73
0.3,0.04,2.73
0.3,0.05,2.73
0.3,0.06,2.73
0.3,0.07,2.73
0.3,0.08,2.73
0.3,0.09,2.73
0.3,0.1,2.73
0.3,0.03,2.74
0.3,0.04,2.74
0.3,0.05,2.74
0.3,0.06,2.74
0.3,0.07,2.74
0.3,0.08,2.74
0.3,0.09,2.74
0.3,0.1,2.74
0.3,0.03,2.75
0.3,0.04,2.75
0.3,0.05,2.75
0.3,0.06,2.75
0.3,0.07,2.75
0.3,0.08,2.75
0.3,0.09,2.75
0.3,0.1,2.75
0.3,0.03,2.76
0.3,0.04,2.76
0.3,0.05,2.76
0.3,0.06,2.76
0.3,0.07,2.76
0.3,0.08,2.76
0.3,0.09,2.76
0.3,0.1,2.76
0.3,0.03,2.77
0.3,0.04,2.77
0.3,0.05,2.77
0.3,0.06,2.77
0.3,0.07,2.77
0.3,0.08,2.77
0.3,0.09,2.77
0.3,0.1,2.77
0.3,0.03,2.78
0.3,0.04,2.78
0.3,0.05,2.78
0.3,0.06,2.78
0.3,0.07,2.78
0.3,0.08,2.78
0.3,0.09,2.78
0.3,0.1,2.78
0.3,0.03,2.79
0.3,0.04,2.79
0.3,0.05,2.79
0.3,0.06,2.79
0.3,0.07,2.79
0.3,0.08,2.79
0.3,0.09,2.79
0.3,0.1,2.79
0.3,0.03,2.8
0.3,0.04,2.8
0.3,0.05,2.8
0.3,0.06,2.8
0.3,0.07,2.8
0.3,0.08,2.8
0.3,0.09,2.8
0.3,0.1,2.8
0.3,0.03,2.81
0.3,0.04,2.81
0.3,0.05,2.81
0.3,0.06,2.81
0.3,0.07,2.81
0.3,0.08,2.81
0.3,0.09,2.81
0.3,0.1,2.81
0.3,0.03,2.82
0.3,0.04,2.82
0.3,0.05,2.82
0.3,0.06,2.82
0.3,0.07,2.82
0.3,0.08,2.82
0.3,0.09,2.82
0.3,0.1,2.82
0.3,0.03,2.83
0.3,0.04,2.83
0.3,0.05,2.83
0.3,0.06,2.83
0.3,0.07,2.83
0.3,0.08,2.83
0.3,0.09,2.83
0.3,0.1,2.83
0.3,0.03,2.84
0.3,0.04,2.84
0.3,0.05,2.84
0.3,0.06,2.84
0.3,0.07,2.84
0.3,0.08,2.84
0.3,0.09,2.84
0.3,0.1,2.84
0.3,0.03,2.85
0.3,0.04,2.85
0.3,0.05,2.85
0.3,0.06,2.85
0.3,0.07,2.85
0.3,0.08,2.85
0.3,0.09,2.85
0.3,0.1,2.85
0.3,0.03,2.86
0.3,0.04,2.86
0.3,0.05,2.86
0.3,0.06,2.86
0.3,0.07,2.86
0.3,0.08,2.86
0.3,0.09,2.86
0.3,0.1,2.86
0.3,0.03,2.87
0.3,0.04,2.87
0.3,0.05,2.87
0.3,0.06,2.87
0.3,0.07,2.87
0.3,0.08,2.87
0.3,0.09,2.87
0.3,0.1,2.87
0.3,0.03,2.88
0.3,0.04,2.88
0.3,0.05,2.88
0.3,0.06,2.88
0.3,0.07,2.88
0.3,0.08,2.88
0.3,0.09,2.88
0.3,0.1,2.88
0.3,0.03,2.89
0.3,0.04,2.89
0.3,0.05,2.89
0.3,0.06,2.89
0.3,0.07,2.89
0.3,0.08,2.89
0.3,0.09,2.89
0.3,0.1,2.89
0.3,0.03,2.9
0.3,0.04,2.9
0.3,0.05,2.9
0.3,0.06,2.9
0.3,0.07,2.9
0.3,0.08,2.9
0.3,0.09,2.9
0.3,0.1,2.9
0.3,0.03,2.91
0.3,0.04,2.91
0.3,0.05,2.91
0.3,0.06,2.91
0.3,0.07,2.91
0.3,0.08,2.91
0.3,0.09,2.91
0.3,0.1,2.91
0.3,0.03,2.92
