adhesivity,particle_size,volume_time_400_scaled,efficiency_time_400,gamma,weight_coefficient
0.2,0.03,0.6679850492004463,0.33785170145097937,0.09103701780975237,3.25
0.3,0.03,0.5916057866584683,0.4584206106231459,0.08324717000145192,3.25
0.4,0.03,0.5365135704476314,0.5568440936775964,0.07359883324257013,3.25
0.5,0.03,0.49279621092770404,0.6372600190294335,0.06389775383660365,3.25
0.6,0.03,0.45522482264180814,0.7030114541403611,0.05447493127300569,3.25
0.7,0.03,0.42093018754751005,0.7568054881582943,0.045463933684607966,3.25
0.8,0.03,0.38414876376404583,0.800887937912688,0.035743323564607916,3.25
0.9,0.03,0.3443324472448772,0.837042269335983,0.02617735271080522,3.25
1.0,0.03,0.31204033525790836,0.8665974169903038,0.01967896628636134,3.25
0.1,0.04,0.7340990803334758,0.19063520777847773,0.06980810069429107,3.25
0.2,0.04,0.6008475269028658,0.3388046829933161,0.06470432454173913,3.25
0.3,0.04,0.5189428748480802,0.45952530140493086,0.05450646001179071,3.25
0.4,0.04,0.4608464551009617,0.558014656327906,0.04499905797713841,3.25
0.5,0.04,0.4147007695775909,0.6384581573785197,0.03654017932896599,3.25
0.6,0.04,0.3747388748360376,0.7042243466575466,0.028995424285596025,3.25
0.7,0.04,0.3255458122050198,0.758273060748716,0.019761276472344658,3.25
0.8,0.04,0.2878454798690916,0.8023942943618166,0.01401702756132843,3.25
0.9,0.04,0.25802473936685894,0.8384209706885963,0.01026506050420239,3.25
1.0,0.04,0.23376331200699402,0.8678474881340211,0.007708441026378973,3.25
0.1,0.05,0.6882202594267328,0.1912668461069682,0.056787652855897895,3.25
0.2,0.05,0.5457480539440026,0.3397619677693701,0.047467832309743746,3.25
0.3,0.05,0.461449176868783,0.4606459171165664,0.03730523859688796,3.25
0.4,0.05,0.40236003615838717,0.5592211036461764,0.029012274467535785,3.25
0.5,0.05,0.3531995706585178,0.6397746310693402,0.021731642788618038,3.25
0.6,0.05,0.2996265505691291,0.70594407218918,0.01404935068422068,3.25
0.7,0.05,0.2602603900175291,0.7598976377962828,0.00956822418495171,3.25
0.8,0.05,0.23012269214457773,0.8039015046951365,0.006785331049551472,3.25
0.9,0.05,0.2062246021408318,0.8398025918387084,0.004963451156312467,3.25
1.0,0.05,0.18681091200010141,0.8690999560718257,0.0037250062869574043,3.25
0.1,0.06,0.6477839989810658,0.19189773096868434,0.04679700318317647,3.25
0.2,0.06,0.4997022163462957,0.3407238835975316,0.035744911257909205,3.25
0.3,0.06,0.41480904751286407,0.46178319731128864,0.02645116730700543,3.25
0.4,0.06,0.3558398616549636,0.5604638893464151,0.01950406230448652,3.25
0.5,0.06,0.29419469695762346,0.6415550260704604,0.012030872984941382,3.25
0.6,0.06,0.24950103455779643,0.7076677778829498,0.00776809559480175,3.25
0.7,0.06,0.21674897912350374,0.7615238694067746,0.005291075609351456,3.25
0.8,0.06,0.19160798489793662,0.8054122765247872,0.0037485426499032654,3.25
0.9,0.06,0.17168598089609802,0.8411870811171378,0.002740190806802778,3.25
1.0,0.06,0.15553626342340615,0.8703538072908386,0.0020565947970790513,3.25
0.1,0.07,0.6117711659696404,0.19252981296542002,0.038986320769887235,3.25
0.2,0.07,0.4606402122590763,0.3416906704550045,0.027514341659315513,3.25
0.3,0.07,0.3762661769638106,0.4629358024203812,0.01931435044274429,3.25
0.4,0.07,0.3076714195612326,0.5621467385302379,0.012193628240247766,3.25
0.5,0.07,0.252032168024379,0.6433378947331997,0.007297448745135386,3.25
0.6,0.07,0.21376426745352917,0.7093903000834051,0.004711664475150791,3.25
0.7,0.07,0.18565133662985264,0.7631532277509142,0.0032053872606640052,3.25
0.8,0.07,0.16409862458425375,0.8069255153805318,0.002269470314752459,3.25
0.9,0.07,0.14703604922730884,0.8425729334014707,0.0016585743128559411,3.25
1.0,0.07,0.1331530759782803,0.8716128098994396,0.0012429825047971766,3.25
0.1,0.08,0.5795392238040903,0.1931621527426462,0.032805091234307984,3.25
0.2,0.08,0.42711287252768476,0.34266150611904167,0.02158385259503329,3.25
0.3,0.08,0.3438691358022688,0.46410448576073793,0.014450858779733188,3.25
0.4,0.08,0.2691219167986588,0.563927504642683,0.007916947154018077,3.25
